property_name	address	area	city	province	state	country	latitude	longitude	property_type	hotel_brand	hotel_star_rating	hotel_facilities	number_of_hotel_facilities	room_type	room_count	room_facilities	number_of_room_facilities	point_of_interest	number_of_POIs	image_count	positive_reviews_count	critical_reviews_count	guest_recommendation	site_review_count	site_review_rating	site_stay_service_quality_review_rating	site_stay_amenities_review_rating	site_stay_food_review_rating	site_stay_value_review_rating	site_stay_location_review_rating	site_stay_cleanliness_review_rating	uniq_id
Treetops Cottage	Treetops Cottage Naggar	Kullu	Kullu	Kullu	Himachal Pradesh	India	32.1098051	77.154462	Cottage	null	0	Doctor on Call|Front Desk|Luggage Storage|Parking Facility|Room Service	5	3 Bed Room Cottage	2	Room Service |Air Conditioning |Ceiling Fan| Hot / Cold Running Water|Dustbins	5	Kullu|Arjun Gufa|Naggar|Naggar Village	4	11	0	0	0	0	0	0	0	0	0	0	0	5bc65462ddfa23a98eb89e45c1f88913
The Tamarind Hotel	1286 Kumar Vaddo Near St Michael Church, Anjuna	Anjuna Area	Goa	Goa	Goa	India	15.58774876	73.76520489	Hotel	null	3	Swimming Pool|Airport Transfer Available / Surcharge|Bar / Lounge |Currency Exchange|Doctor on Call|Games Zone|Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Table Tennis|Local Tour / Travel Desk|24 Hour Front Desk|Luggage Storage|Welcome Drinks|Power Backup|Express Check-In / Check-Out|Wake-up Call / Service|Separate Sitting Area|Coffee Shop / Cafe|Wheelchair Accessibility - Room|Pool Table|Poolside Bar|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Smoking Area | Bike on Rent|Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Car Rental|Kids Play Zone|Taxi Services|Food Facility|Newspapers In Lobby|Family Room|Room Service (24 Hours)|Parking Facility|Internet Access|Restaurant|Fire Safety	41	Standard Room	33	Room Service |Air Conditioning |Alarm Clock|Basic Bathroom Amenities|Ceiling Fan|Hairdryer (on request)|Tea Coffee Kettle / Maker|Mini bar - On Charge |Newspapers|Mineral Water|Housekeeping|Desk in Room|Breakfast Available|Toiletries|Makeup / Shaving Mirror|Premium Amenities / Toiletries|Shaving Kit /Dental Kit|Safe - In - Room |Patio - Property|Cribs Available|Wardrobe|HD / LCD Satellite TV |Bathrobes|Mini Refrigerator|Attached Bathroom	25	Baga Beach|Calangute beach |Anjuna Beach|Panjim|North Goa|Anjuna Area	6	37	165	5	91	170	4.5	4.5	4.4	4.6	4.5	4.4	4.6	addd72c527fdd685bf0e4c8813274c61
Umaid Safaris &amp; Desert Lodge	NH-11 Bikaner Jaipur Highway, 15 km Mile Stone	10th mile stone, jaipur bikaner highway	Bikaner	Bikaner	Rajasthan	India	28.05458098	73.47289582	Lodge	null	0	Banquet Facilities|Doctor on Call|Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|Local Tour / Travel Desk|Air-Conditioning - Central|Coffee Shop / Cafe|Safari|Taxi Services|Guide / Sightseeing Service	12	Cottage	30	Air Conditioning |Telephone| Hot / Cold Running Water|Mirror	4	10Th Mile Stone, Jaipur Bikaner Highway	1	12	6	2	75	8	3.5	3.7	3.7	3.5	3.7	3.7	3.5	58524d6760023150e46ab2c5c0172b30
Trees and Tigers Sariska	Trees N Tigers Sariska, Village Kushalpura Ghatilata Dist- Alwar Rajasthan	Sariska Tiger Reserve	Alwar	Alwar	Rajasthan	India	27.42263329	76.54930115	Resort	null	4	Swimming Pool|Airport Transfer Available / Surcharge|Banquet Facilities|Bar / Lounge |Currency Exchange|Doctor on Call|Dry Cleaning|Laundry Service Available|Library|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Table Tennis|Local Tour / Travel Desk|Medical Assistance Available|Power Backup|Express Check-In / Check-Out|Gardens|Dance Performances (on demand)|Catering|Suitable For Children|Separate Sitting Area|Conference Facility |Access Via Exterior Corridors|Kitchen available (home cook food on request)|Picnic Area|Safari|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Nature Walk|Camel Ride|Open Air Restaurant / Dining | Bike on Rent|Horse Ride ( Chargeable ) |Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Village Visit ( Chargeable )|Car Rental|Kids Play Zone|Taxi Services|Board Room|Campfire / Bon Fire|Food Facility| Drivers Rest Room|Spa Services Nearby|Party hall|Guide / Sightseeing Service|RO Water Purification System|Outdoor Parking - Secured|Parking Facility|Restaurant|Room Service|Trekking|Fire Safety|First-Aid Kit at Front Desk|Full Time Operation for All 7 Days|Paid Transfers|Public Restrooms|Security at All Hotel Entrances	61	Luxury Cottage	30	Air Conditioning |Balcony / Terrace|Cable / Satellite / Pay TV available|Ceiling Fan|Ensuite / Private Bathroom|Hairdryer (on request)|Iron / Ironing board available|Tea Coffee Kettle / Maker|Full Kitchen|Telephone|Reading Lamps|Mineral Water|Shoe Shine|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Toiletries|Window Opens|Makeup / Shaving Mirror|Slippers|Primium Bathrooms|Premium Amenities / Toiletries|Moisturiser|Handheld Showers|HD / LCD Satellite TV |Split A.C's|Snacks / Beverage|TV|Room Heater|Mirror|Mini Refrigerator|Dressing Area|Luggage Rack|Attached Bathroom|Bedside Table|Clothes Hook in Bathroom|Daily Room Cleaning|Dustbins|Extra Toilteries on Demand|Ice Bucket on Demand|In-Room Safe|Modern Toilet Facilities|Room Door Fitted with Lock and Key|Room with Window/Ventilation|Rooms with Attached Bathrooms|Sanitary Bin|Sufficient Lighting|Western Toilet Seat	49	Sariska Tiger Reserve	1	12	3	1	75	4	4.3	4.3	4.3	3.6	4.3	3.8	3.6	18e4f4aa9c9dc5eefdbfef3d44ee13e7
Treebo Shivani	83/2 Biyabani, Dhar Road Near Gangwal Bus stand Indore, Madhya Pradesh-452002		Indore	Indore	Madhya Pradesh	India	22.71302327	75.84206451	Hotel	Treebo Hotels	3	Bar / Lounge |Lift / Elevator|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |24 Hour Front Desk|Power Backup|Catering|Multi Lingual Staff|Wake-up Call / Service|Suitable For Children|Smoking Rooms|Smoking Area |Veg / Non Veg Kitchens Separate |Vegetarian Food / Jain Food Available|Food Facility|Newspapers In Lobby|Outdoor Parking - Secured|Parking Facility|Internet Access |Restaurant|Room Service|Fire Safety|CCTV|Fire Exit Signs|First-Aid Kit at Front Desk|Full Time Operation for All 7 Days|Public Restrooms|Security at All Hotel Entrances	29	Standard Rooms	18	Room Service |Air Conditioning |Basic Bathroom Amenities|Ceiling Fan|Tea Coffee Kettle / Maker|Internet Connection In Room|Telephone|Shower Facility Available|Newspapers|Mineral Water| Hot / Cold Running Water|Housekeeping|Desk in Room|Breakfast Available|Toiletries|Moisturiser|HD / LCD Satellite TV |TV|Mirror|Attached Bathroom|Bedside Table|Curtains/Shades|Daily Room Cleaning|Do-Not-Disturb Notice|Dustbins|Modern Toilet Facilities|Rooms with Attached Bathrooms|Western Toilet Seat	28		0	0	0	0	0	0	0	0	0	0	0	0	0	4044d0b69789d5bc62e3e4e8632f569c
Tribal Camp Resort	Village-Jamun Tola	Village-Jamun Tola	Pench	Pench	Madhya Pradesh	India	22.0166165	79.8296743	Resort	null	0	Multi Cuisine Restaurant |24 Hour Front Desk|Welcome Drinks|Guide / Sightseeing Service|Parking Facility	5	Wooden Cottage	11	Housekeeping	1	Railway Station|Kanha National Park|Jabalpur|Bandhavgarh National Park|River Ride|Village-Jamun Tola|Pench National Park|Elephant Rides	8	8	1	0	100	1	5	5	5	5	5	5	5	7bf0c513030c9c0e41c5ed10e29cee49
The Raintree St. Marys Road	120, St. Marys Road, Alwarpet	Mylapore	Chennai	Chennai	Tamil Nadu	India	13.0290877	80.2529068	Hotel	null	5	Swimming Pool|Airport Transfer Available / Surcharge|Banquet Facilities|Bar / Lounge |Barbecue Area|Currency Exchange|Doctor on Call|Dry Cleaning|Health Club / Gym Facility Available|Lift / Elevator|Lobby|Night Club|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Medical Assistance Available|Air-Conditioning - Central|Power Backup|Gardens|Wake-up Call / Service|Separate Sitting Area|Coffee Shop / Cafe|Conference Facility |Smoking Rooms|Electronic / Magnetic Keys|Wheelchair Accessibility - Room|Discotheque |Pick Up and Drop (Rly Station, Bus Stand, Temple)|Nature Walk|Smoking Area |Open Air Restaurant / Dining |Extra Person / Child - Share the same room|Car Rental|Taxi Services|Food Facility|Newspapers In Lobby|Room Service (24 Hours)|Spa Services Nearby|Party hall|Air / Rail Booking|STD / ISD|Baggage Room|Adjoining Rooms|RO Water Purification System|Outdoor Parking - Secured|Parking Facility	52	Deluxe Room	101	Internet Connection In Room|Newspapers|TV|Attached Bathroom	4	Indira Nagar MRTS Station|German Consulate General|Consulate Of Korean|Metropolitan Transport Corporation Bus Terminus|Greenways Road MRTS Station|Consulate Of Japan|Consulate General of Malaysia|Switzerland Consulate|Valluvar Statue|Kotturpuram Railway Station|Oberoi Hotel|Mandaveli MRTS Station|US Consulate|e-con Systems India Private Limited|Broken bridge|Kotturpuram MRTS Station|Consulate General of the Republic of Korea in Chennai|T Nagar Bus Terminus|Madras Race Club|Phillipines Embassy|Honorary Consulate of Ireland|Aalayamman Bus Stop|Russian Consulate|Anna University|Ramee Mall|Adyar Park|Mylapore|Mundakakanni Amman Kovil Railway Station|Thirumayilai MRTS Station|Arulmigu Kapaleeswarar Temple|Gandhi Mandapam	31	22	36	2	76	38	4.4	4.3	4.2	4.4	4.3	4.3	4.6	795c24ea2368c304a701962abac913c7
Treebo Sadhvika	Survey No.71,plot No.5 Door No.2-1 Miyapur hyderabad 500049	Kukatpally	Hyderabad	Hyderabad	Andhra Pradesh	India	17.494935	79.7399875	Hotel	Treebo Hotels	3	Laundry Service Available|Lift / Elevator|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |24 Hour Front Desk|Multi Lingual Staff|Smoking Rooms|Smoking Area |Veg / Non Veg Kitchens Separate |Food Facility|Outdoor Parking - Secured|Parking Facility|Restaurant|Room Service|CCTV|Public Restrooms	17	Deluxe Room	35	Room Service |Air Conditioning |Ceiling Fan|Tea Coffee Kettle / Maker|Internet Connection In Room|Telephone|Newspapers|Mineral Water| Hot / Cold Running Water|Housekeeping|Desk in Room|Breakfast Available|Toiletries|Moisturiser|Coffee Table|HD / LCD Satellite TV |TV|Mirror|Attached Bathroom|Bedside Table|Curtains/Shades|Daily Room Cleaning|Do-Not-Disturb Notice|Dustbins	24	Kukatpally	1	59	8	3	63	11	3.3	3	3.4	3.6	3.9	4.1	3.3	e8d12bea64f50b9e5421c72c5203f6e0
The Sana Beach	Sana beach, Mandarmoni, Mednipur(E)	Purba Medinipur	Mandarmani	Mandarmani	West Bengal	India	21.64996997	87.65497659	Resort	null	4	Swimming Pool|Banquet Facilities|Business Center |Doctor on Call|Dry Cleaning|Laundry Service Available|Lobby|Front Desk|Multi Cuisine Restaurant |24 Hour Front Desk|Conference Facility |Kids Play Zone|Taxi Services|Internet Access Free|Room Service (24 Hours)|Spa Services Onsite - Free|Guide / Sightseeing Service|Parking Facility	18	Premium Classic Cottage	14	Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ensuite / Private Bathroom|Telephone| Hot / Cold Running Water	5	Mandarmani Beach|Purba Medinipur	2	34	63	28	62	91	3.7	3.8	3.8	4.1	3.6	4	3.8	ae6973928eecb3b67b882fd47edaa690
Tranquil Resort	Kuppamudi Estate, Kolagapara Post, Wayand District	Sulthan Bathery	Wayanad	Wayanad	Kerala	India	11.64595271	76.21730989	Resort	null	4	Swimming Pool|Gift Shop |Internet Access - Surcharge|Laundry Service Available|Parking Facilities Available|Locker Facility|Major Credit Cards Accepted|Power Backup|Gardens|Suitable For Children|Massage Services |Nature Walk|Veranda|Extra Person / Child - Share the same room|Express Laundry|Food Facility| Drivers Rest Room|Whirlpool Bath / Shower Cubicle|STD / ISD|Outdoor Parking - Secured|Parking Facility|Internet Access|Ayurvedic Facilities |Trekking|Fire Safety	25	Garden Room	10	Balcony / Terrace|Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Hairdryer (on request)|Shower Facility Available|Newspapers|Reading Lamps|Shower Caps Available|Mineral Water|Shoe Shine| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Toiletries|Makeup / Shaving Mirror|Slippers|Primium Bathrooms|Shaving Kit /Dental Kit|Moisturiser|Safe - In - Room |Wardrobe|HD / LCD Satellite TV |International Switch Plugs (on request)|Bathrobes|Mirror|Stationery Kit|Luggage Rack|Attached Bathroom	31	Edakkal Caves|Sulthan Bathery|Edakkal Cave	3	13	0	0	0	0	0	0	0	0	0	0	0	a41527db2afb36058f5c6af7faa3a1f9
Treehouse Dwarka Neemrana	Dughera, Tehsil- behror,Neemrana, Dist. Alwar	Delhi-Jaipur Highway	Neemrana	Neemrana	Rajasthan	India	27.988889	76.388333	Resort	Tree House Hotels &amp; Resorts	4	Swimming Pool|Bar / Lounge |Billiards|Health Club / Gym Facility Available|Laundry Service Available|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Secretarial Services|Tennis Court|24 Hour Front Desk|Medical Assistance Available|Welcome Drinks|Power Backup|Gardens|Audio - Visual Equipment|Dance Performances (on demand)|Multi Lingual Staff|Fitness Equipment|Suitable For Children|Coffee Shop / Cafe|Conference Facility |Nature Walk|In House Events |Vegetarian Food / Jain Food Available|Car Rental|Badminttion Court|Board Room|Campfire / Bon Fire|Food Facility|Newspapers In Lobby|Whirlpool Bath / Shower Cubicle|Postal / Parcel Services|Room Service (24 Hours)|Courier Service|Outdoor Parking - Secured|Parking Facility	38	Premier Room with Balcony	44	Room Service |Air Conditioning |Alarm Clock|Bathrobe (on request) |Basic Bathroom Amenities|Ceiling Fan|Telephone	7	Neemrana Fort Palace|Vinay Vilas Mahal|Bala Quila|Delhi-Jaipur Highway	4	12	105	6	78	111	4.4	4.4	4.4	4.5	4.4	4.4	4.5	0680bfb2f678256c361ec894e534ff85
The Vaidya Hotel	Residency Road, Chinnakkada, Kollam 691 001, India.	Chinnakada	Kollam	Kollam	Kerala	India	8.888970175	76.59064475	Hotel	null	3	Banquet Facilities|Business Center |Currency Exchange|Doctor on Call|Gift Shop |Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Valet service|24 Hour Front Desk|Power Backup|Coffee Shop / Cafe|Conference Facility |Board Room|Outdoor Parking - Secured|Parking Facility|Room Service|Ayurvedic Facilities	23	Deluxe Room	28	Room Service |Air Conditioning |Internet Connection In Room|Telephone|Breakfast Available (surcharge)|Newspapers|Mineral Water|Shoe Shine| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Window Opens|Makeup / Shaving Mirror|Primium Bathrooms|Shaving Kit /Dental Kit|Coffee Table|Wardrobe|Sofa Table / Extra Seats |International Switch Plugs (on request)|TV|Mirror|Luggage Rack|Attached Bathroom|Bathtub|Closet|Clothes Hook in Bathroom|Curtains/Shades|Daily Room Cleaning|Sufficient Lighting|Western Toilet Seat|Breakfast chargeable	32	Chinnakada	1	10	68	10	78	78	4.2	4.1	4	4.2	4.2	4.3	4.3	d414800ba51212b970ff5c26a5ad678f
Tranquil D'Costa	Sai Jyothi Apt 28, Flat No: T-2(3rd floor) Opp: Andhra Bank, Cook Town, DCosta Layout, 1st cross,	Others	Bangalore	Bangalore	Karnataka	India	12.9715987	77.5945627	Hotel	null	0	Doctor on Call|Laundry Service Available|Parking Facilities Available|Multi Cuisine Restaurant |24 Hour Front Desk|Power Backup|Newspapers In Lobby|Room Service (24 Hours)|Parking Facility	9	Standard Room	10	Alarm Clock|Attached Bathroom	2	Ub City Mall|Deputy High Comission of United Kingdom|Consulate of Oman|consulate of Italy|Sree Kanteerava Stadium|Cubbon Park|Government S.K.S.J. Technology Institute|Attara Kacheri|UB City|Consulate of Japan|Sri Krishnarajendra Silver Jubilee Technological Institute|Chief Metropolitan Magistrate Court|Mallya Hospital|Consulate of Canada|BWSSB Pump House|PWD Office|Consulate of Belgium|Income Tax Department|General Post Office|High Court of Karnataka|Deputy High Commission of United States of America|Vidhana Soudha|Magistrate Court|Deputy Commissioner for Transport and Senior RTO|Others	25	8	0	0	0	0	0	0	0	0	0	0	0	be27f5ca68ecfd9be9f463476a5cb4d7
Tropical Blooms Homestay	Manchally village  post  Kutta   south coorg	Others	Coorg	Coorg	Karnataka	India	12.3374942	75.8069082	Homestay	null	3	Doctor on Call|Front Desk|Locker Facility|24 Hour Front Desk|Luggage Storage|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Parking Facility|Internet Access|Room Service|Fire Safety|CCTV|Fire Exit Signs|First-Aid Kit at Front Desk|Public Restrooms	16	Standard Room	3	Room Service |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Telephone|Toaster|Newspapers|Reading Lamps|Mineral Water| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Toiletries|TV|Mirror|Luggage Rack|Attached Bathroom|Curtains/Shades|Daily Room Cleaning|Do-Not-Disturb Notice|Dustbins	22	Others	1	4	0	0	0	0	0	0	0	0	0	0	0	ca5258d34875c6fee3d228e03ee4ded2
Triple Three GuestHouse	G block Sushant lok 2,gurgaon,122002	Sushant Lok	Gurgaon	Gurgaon	Haryana	India	28.4750572	77.0756814	Hotel	null	1	Internet Access - Surcharge|Laundry Service Available|Parking Facilities Available|Power Backup|Outdoor Parking - Secured|Room Service	6	Super Deluxe Room	13		0	Sushant Lok|Sahara Mall|Kingdom of Dreams|Gallaria Market|Vipul Agora Mall|Iffco Chowk|Leisure Valley Park|MG Road metro Station	8	3	0	0	0	0	0	0	0	0	0	0	0	ec06d3ee69b4ca972bfa8967ad707055
Tourists Home	Railway station road, opposite RTO office	Railway Station Road	Aurangabad	Aurangabad	Maharashtra	India	19.86434871	75.31114929	Hotel	null	0	Banquet Facilities|Currency Exchange|Doctor on Call|Internet Access - Surcharge|Laundry Service Available|Lobby|Non Smoking Rooms|Parking Facilities Available|Pets Allowed|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Luggage Storage|Medical Assistance Available|Power Backup|Gardens|Wedding Services Facility|Suitable For Children|Separate Sitting Area|Smoking Rooms|Smoking Area |Veranda|Taxi Services| Drivers Rest Room|Newspapers In Lobby|Children's Park|Baggage Room|Adjoining Rooms|RO Water Purification System|Outdoor Parking - Secured|Outdoor Parking - Non Secured|Parking Facility|Internet Access|Restaurant|Room Service|Full Time Operation for All 7 Days	36	Deluxe A/c Room	19	Air Conditioning |Balcony / Terrace|Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Telephone| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Toiletries|Window Opens|Makeup / Shaving Mirror|TV|Mirror	15	Pitalkhora Caves|Daulatabad Fort|Panchakki (Water Mill)|Railway Station Road|Aurangabad Railway Station	5	6	38	4	88	42	4.1	3.8	3.8	4	4.2	4.2	3.9	b68da6dc631b3965b7d2265f50b1ba62
Treebo Arma Residency	Next to Gundecha Onclave, Kherani Road, Sakinaka, Mumbai,	Mumbai Airport	Mumbai	Mumbai	Maharashtra	India	19.10663832	72.88994193	Hotel	Treebo Hotels	3	Dry Cleaning|Laundry Service Available|Lobby|Front Desk|24 Hour Front Desk|Power Backup|Multi Lingual Staff|Wake-up Call / Service|Conference Facility |Smoking Rooms|Smoking Area |Extra Person / Child - Share the same room|Food Facility|Newspapers In Lobby|Family Room|Internet Access|Room Service|Public Restrooms	18	Single Room	40	Room Service |Air Conditioning |Basic Bathroom Amenities|Ceiling Fan|Tea Coffee Kettle / Maker|Internet Connection In Room|Telephone|Shower Facility Available|Mineral Water| Hot / Cold Running Water|Housekeeping|Desk in Room|Breakfast Available|Toiletries|Moisturiser|Coffee Table|HD / LCD Satellite TV |TV|Attached Bathroom|Daily Room Cleaning|Dustbins|Rooms with Attached Bathrooms|Western Toilet Seat	23	Chatrapathi Shivaji International Airport|Mount Mary Church|Juhu Beach|Gateway of India|Domestic Airport|Siddhivinayak Temple|Andheri Railway Station|Bandra Fort|Versova Beach|Bandra Kurla Complex|SEEPZ|Powai|Inorbit Mall|Bus Stand|Linking Road (Shopping Area)|Ghatkopar Railway Station|Vidhyavihar Station|Mumbai Airport|Chandivali Studio	19	33	32	12	72	44	3.7	3.7	3.6	3.3	3.8	3.5	3.4	5b5604638291f44ac3a9ea0ce670fc8a
The Sagar Residency	744 Main Mathura Road Bhogal, Jangpura, South Delhi, New Delhi	Jangpura	Delhi	Delhi	Delhi	India	28.58226682	77.25122595	Hotel	null	3	Doctor on Call|Dry Cleaning|Laundry Service Available|Lift / Elevator|Parking Facilities Available|Front Desk|24 Hour Front Desk|Doorman|Medical Assistance Available|Welcome Drinks|Power Backup|Suitable For Children|Kitchen available (home cook food on request)|Veg / Non Veg Kitchens Separate |Car Rental|Food Facility|Newspapers In Lobby|Postal / Parcel Services|Courier Service|Internet / Fax (Reception area only)|Internet Access |Room Service|Fire Exit Signs|Full Time Operation for All 7 Days|Hotel Trading License|Security at All Hotel Entrances|Stamps and Mailing Facility	27	Deluxe Room	25	Mirror	1	International Airport|Domestic Airport|New Delhi Railway Station|Qutub Minar|India Gate|Red Fort|Lotus Temple|Nehru Place|National Museum|Connaught Place|Jantar Mantar|Trade Fair Grounds (Pragati Maidan)|Humayun Tomb|Mahatma Gandhi's Memorial (Raj Ghat)|Jama Masjid|Akshardham Mandir|Delhi Zoo(Purana Qila)|Nehru Memorial Museum&amp;Planetorium|Nizamuddin Railway Station|South Delhi|Hazrat Nizammudin Railway Station|Lajpat Nagar Market|Humayuns Tomb|Jawaharlal Nehru Stadium|Jamia Millia Islamia|Moolchand Medcity|Lajpat Nagar|Sarai Kale Khan Bus Terminus|Jangpura|Old Fort	30	9	46	16	85	62	3.6	3.6	3.5	4	3.7	3.8	4	2b617a689c451af7670fefbac12a5580
Thekkady Woods	Kumily Thekkady Road	Kumily	Thekkady	Thekkady	Kerala	India	9.6035947	77.1672636	Hotel	null	3	Laundry Service Available|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Power Backup|Internet Access Free|Room Service (24 Hours)|Outdoor Parking - Secured|Parking Facility	9	Delux Non AC Room	8	Room Service |Telephone	2		0	4	0	0	0	0	0	0	0	0	0	0	0	f470adacbc2b3479c07ef2a57f1d90fb
Tissa's Inn	1/1128, Kunnumpuram,fortkochi	Fort Kochi	Ernakulam	Ernakulam	Kerala	India	9.963619627	76.24542258	Hotel	null	3	Swimming Pool|Currency Exchange|Laundry Service Available|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Local Tour / Travel Desk|Major Credit Cards Accepted|Power Backup|Internet Access Free|Room Service (24 Hours)|Parking Facility	13	Superior Room	11		0	Fort Kochi|Bolgatty Palace|Jewish Synagogue	3	9	5	0	80	5	4.6	4.6	4.6	4.8	4.6	4.6	4.6	460b37c6f77dd5687d48a7cf6e8249eb
Turquoise	29/7, Industrial and Business Park, Phase II, Chandigarh	Industrial and Business Park	Chandigarh	Chandigarh	Punjab	India	30.7023276	76.7912985	Hotel	null	4	Babysitting/ Child Care (surcharge)|Banquet Facilities|Bar / Lounge |Concierge|Disabled Friendly Facilities |Doctor on Call|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Valet service|Major Credit Cards Accepted|24 Hour Front Desk|Air-Conditioning - Central|Power Backup|Express Check-In / Check-Out|Gardens|Coffee Shop / Cafe|Electronic / Magnetic Keys|Open Air Restaurant / Dining |Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Newspapers In Lobby|Family Room|Party hall|Baggage Room|RO Water Purification System|Outdoor Parking - Secured|Parking Facility	34	Superior Room	69	Air Conditioning |Bathrobe (on request) |Cable / Satellite / Pay TV available|Ensuite / Private Bathroom|Hairdryer (on request)|Iron / Ironing board available|Tea Coffee Kettle / Maker|Mini bar - On Charge |Refrigerator|Shower Facility Available|Safe - In - Room |Soundproof Windows	12	Rose Garden|Pinjore Garden|Chandigarh Airport|Rock Garden|Industrial And Business Park|Centra Mall|Tagore Theatre|Composite Hospital ITBP|Sector 17 City Centre|Landmark Hospital|Babe di Hatti|Chandigarh Railway Station	12	18	1101	212	77	1313	4	3.9	3.9	4.1	4	4.2	4.1	8c76280da260c274012280e3c26e85ef
The Windflower Resorts &amp; Spa	Survey No. 201/P1, Kedakal Village,Suntikoppa Hobli, Somwarpet Taluk,Mercara, Kodagu District	Suntikoppa	Coorg	Coorg	Karnataka	India	12.4341183	75.813085	Resort	The Windflower Group	5	Swimming Pool|Banquet Facilities|Bar / Lounge |Billiards|Business Center |Doctor on Call|Dry Cleaning|Games Zone|Health Club / Gym Facility Available|Laundry Service Available|Lobby|Parking Facilities Available|Private / Plunge Pool|Front Desk|Multi Cuisine Restaurant |Locker Facility|Spa On Site - Chargeable|Table Tennis|Tennis Court|Valet service|Major Credit Cards Accepted|24 Hour Front Desk|Medical Assistance Available|Welcome Drinks|Power Backup|Gardens|Wedding Services Facility|Multi Lingual Staff|Wake-up Call / Service|Fitness Equipment|Suitable For Children|Coffee Shop / Cafe|Conference Facility |Disabled Friendly Rooms|Fax Machine|Fire Place Available |Pool Table|Massage Services |Safari|Nature Walk|Vegetarian Food / Jain Food Available|Express Laundry|Badminttion Court|Board Room|Food Facility|Newspapers In Lobby|Yoga Hall / Classes|Room Service (24 Hours)|Party hall|Internet / Fax (Reception area only)|Outdoor Parking - Secured|Parking Facility|Internet Access|Restaurant|Room Service|Fishing|Ayurvedic Facilities |Trekking|First-Aid Kit at Front Desk|Suites	60	Studio Room	66	Room Service |Air Conditioning |Balcony / Terrace|Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Iron / Ironing board available|Tea Coffee Kettle / Maker|Internet Connection In Room|Shower Facility Available|Newspapers|Mineral Water|Shoe Shine| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Toiletries|Window Opens|Slippers|Premium Amenities / Toiletries|Safe - In - Room |Coffee Table|Wardrobe|Sofa Table / Extra Seats |Split A.C's|International Switch Plugs (on request)|TV|Mirror|Mini Refrigerator|Movies &amp; Games on demand|Attached Bathroom|Bedside Table|Daily Room Cleaning|Disabled Friendly Bathrooms|Dustbins|Extra Toilteries on Demand|Ice Bucket on Demand|In-room Storage Space|In-Room Safe|Modern Toilet Facilities|Room Door Fitted with Lock and Key|Rooms with Attached Bathrooms|Sanitary Bin|Sufficient Lighting|Western Toilet Seat	47	Tala Cauvery|Golden Temple|Abbey Falls|Raja Seat|Nagarhole|Omkareshwari Temple|Fort and Large Masonry Elephants |Suntikoppa	8	52	37	2	79	39	4.4	4.4	4.3	4.4	4.3	4.4	4.5	873a457ad396d3b150060c7d239e003a
